Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,South Tyneside Council,CL071774,"375,455.25",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,South Tyneside Council,CL071775,"633,628.75",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,South Tyneside Council,CL071776,"687,555.50",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Sunderland City Metro Borough Council,CL071777,"387,132.50",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Bristol City Council,CL071778,"1,296,130.25",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Bristol City Council,CL071779,"3,021,651.25",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Redcar And Cleveland Borough Council,CL071780,"1,022,394.75",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Stockton On Tees Borough Council,CL071781,"138,604.00",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Kingston Upon Hull City Council,CL071783,"169,705.00",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Kingston Upon Hull City Council,CL071784,"1,111,128.00",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Kingston Upon Hull City Council,CL071785,"1,716,559.25",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,East Riding Of Yorkshire Council,CL071786,"687,433.25",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,North Yorkshire County Council,CL071787,"175,996.00",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,City Of York Council,CL071788,"296,545.00",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Luton Borough Council,CL071789,"702,774.49",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Central Bedfordshire Council,CL071790,"471,578.50",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Derbyshire County Council,CL071791,"864,086.75",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Derbyshire County Council,CL071792,"767,648.75",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Derbyshire County Council,CL071793,"994,222.84",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Derby City Council,CL071794,"874,883.00",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Derby City Council,CL071795,"43,464.25",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Derby City Council,CL071796,"1,343,341.25",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Dorset Council,CL071797,"389,666.75",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Durham County Council,CL071798,"1,208,377.86",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Durham County Council,CL071799,"171,456.90",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Darlington Borough Council,CL071800,"800,081.50",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,East Sussex County Council,CL071801,"439,615.25",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Brighton And Hove City Council,CL071802,"597,408.75",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Portsmouth City Council,CL071803,"309,396.00",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Southampton City Council,CL071804,"964,049.50",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Leicester City Council,CL071805,"1,273,913.64",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Leicester City Council,CL071806,"1,449,791.19",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Staffordshire County Council,CL071807,"344,957.00",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Stoke On Trent City Council,CL071808,"2,073,539.00",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Wiltshire County Council,CL071809,"812,699.25",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Swindon Borough Council,CL071810,"1,252,897.25",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Slough Borough Council,CL071811,"919,379.75",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Cambridgeshire County Council,CL071812,"1,213,282.50",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Peterborough City Council,CL071813,"1,182,792.25",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Halton Borough Council,CL071814,"843,076.48",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Devon County Council,CL071815,"1,734,307.50",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Plymouth City Council,CL071816,"995,656.50",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Torbay Council,CL071817,"351,884.25",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Essex County Council,CL071819,"658,118.32",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Essex County Council,CL071820,"278,063.98",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Essex County Council,CL071821,"1,260,398.50",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Essex County Council,CL071822,"905,003.75",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Essex County Council,CL071823,"738,426.25",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Herefordshire Council,CL071824,"429,986.50",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Worcestershire County Council,CL071825,"1,173,712.50",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Kent County Council,CL071826,"1,533,983.50",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Kent County Council,CL071827,"235,345.43",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Kent County Council,CL071828,"1,930,153.33",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Lancashire County Council,CL071829,"329,333.75",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Lancashire County Council,CL071830,"1,909,843.00",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Lancashire County Council,CL071831,"915,858.25",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Lancashire County Council,CL071832,"794,814.50",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Lancashire County Council,CL071833,"722,340.50",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Lancashire County Council,CL071834,"794,357.68",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Blackburn With Darwen Borough Council,CL071835,"789,297.75",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Blackburn With Darwen Borough Council,CL071836,"1,328,568.50",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Blackpool Borough Council,CL071837,"755,893.00",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Nottinghamshire County Council,CL071838,"2,642,185.75",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Nottinghamshire County Council,CL071839,"442,124.50",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Nottingham City Council,CL071840,"854,684.75",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Nottingham City Council,CL071841,"550,380.75",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Telford And Wrekin Council,CL071842,"1,464,588.50",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Cheshire West And Chester Council,CL071843,"347,222.75",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Cornwall Council,CL071844,"1,479,875.00",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Cornwall Council,CL071845,"1,364,087.25",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Hertfordshire County Council,CL071846,"1,537,611.98",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Lincolnshire County Council,CL071847,"263,274.75",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Lincolnshire County Council,CL071848,"26,313.00",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Norfolk County Council,CL071849,"1,209,751.25",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Somerset Council,CL071850,"110,099.75",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Somerset Council,CL071851,"1,468,491.50",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,Somerset Council,CL071852,"131,047.50",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,West Sussex County Council,CL071853,"1,053,865.25",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,West Sussex County Council,CL071854,"79,091.75",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,West Northamptonshire Council,CL071855,"2,126,440.50",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,West Northamptonshire Council,CL071856,"92,700.75",Current Grants - Local Government
Department for Education,Core,20/03/2024,Grants Expenditure,Capital Directorate,West Northamptonshire Council,CL071857,"555,665.00",Current Grants - Local Government
Department for Education,Core,11/03/2024,Grants Income,Capital Directorate,Beckfoot Oakbank,PSAD004802,"26,775.02",Pspb Pf2 Capital Contributions / Payments
Department for Education,Core,01/03/2024,Grants Income,Capital Directorate,Hlr Schools Limited,D-PINV063621,"45,931.56",Pspb Pf2 Capital Contributions / Payments
Department for Education,Core,05/03/2024,Grants Income,Capital Directorate,Yorkshire Learning Partnership (Project Co) Ltd,D-PINV062019,"110,160.00",Pspb Pf2 Capital Contributions / Payments
Department for Education,Core,13/03/2024,Grants Income,Capital Directorate,Hlr Schools Limited,D-PINV064020,"27,490.86",Pspb Pf2 Capital Contributions / Payments
Department for Education,Core,14/03/2024,Grants Income,Capital Directorate,Psbp Midlands Limited,D-PINV063775,"51,196.38",Pspb Pf2 Capital Contributions / Payments
Department for Education,Core,11/03/2024,Grants Income,Capital Directorate,Gt Neps Limited,D-PINV061558,"130,569.66",Pspb Pf2 Capital Contributions / Payments
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Wirral Metro Borough Council,DU00106658,"26,196.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Wigan Metropolitan Borough Council,DU00106672,"48,609.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Kirklees Metro Council,DU00106676,"28,848.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,North Tyneside Metro Borough Council,DU00106690,"34,407.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Ark Kings Academy,DU00106719,"27,969.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Beckfoot Oakbank,DU00106722,"57,711.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Beckfoot Oakbank,DU00106731,"-26,775.02",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Beckfoot Upper Heaton,DU00106733,"26,292.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Bishop'S Hatfield Girls' School,DU00106738,"30,759.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,David Nieper Academy,DU00106743,"28,914.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Goffs Academy,DU00106746,"43,110.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Goffs Academy,DU00106747,"43,110.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Greenwood Academy,DU00106755,"35,853.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Harrogate High School,DU00106758,"29,601.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Kings Langley School,DU00106766,"38,508.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Kings Langley School,DU00106768,"38,508.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Longdean School,DU00106776,"45,045.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Neston High School,DU00106781,"50,694.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Plantsbrook School,DU00106784,"47,433.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,President Kennedy School Academy,DU00106787,"46,269.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Reading Girls' School,DU00106790,"34,956.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Reading Girls' School,DU00106791,"34,956.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,South Shore Academy,DU00106799,"29,034.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Park Vale Academy,DU00106805,"29,205.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Westfield Academy,DU00106808,"45,975.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Bedlington Academy,DU00106819,"30,108.00",Pf2 - Revenue Grants
Department for Education,Core,11/03/2024,Other Costs,Capital Directorate,Dixons Cottingley Academy,DU00106822,"36,258.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Carlton Bolling,DU00106832,"47,292.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Laurence Jackson School,DU00106836,"41,328.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Seaham High School,DU00106839,"36,288.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Seaham High School,DU00106841,"36,288.00",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Costs,Capital Directorate,Stopsley High School,DU00106849,"40,923.00",Pf2 - Revenue Grants
Department for Education,Core,11/03/2024,Other Costs,Capital Directorate,Stopsley High School,DU00106850,"40,923.00",Pf2 - Revenue Grants
Department for Education,Core,11/03/2024,Other Costs,Capital Directorate,Hetton Academy,DU00106859,"29,751.00",Pf2 - Revenue Grants
Department for Education,Core,11/03/2024,Other Costs,Capital Directorate,Hetton Academy,DU00106860,"29,751.00",Pf2 - Revenue Grants
Department for Education,Core,11/03/2024,Other Costs,Capital Directorate,"Whitcliffe Mount, A Share Academy",DU00106864,"37,884.00",Pf2 - Revenue Grants
Department for Education,Core,11/03/2024,Other Costs,Capital Directorate,The Duchess'S Community High School,DU00106868,"84,111.51",Pf2 - Revenue Grants
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,Goffs Academy,PSFM002542,"-43,110.00",Service Element Of Lease
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,Kings Langley School,PSFM002543,"-38,508.00",Service Element Of Lease
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,Reading Girls' School,PSFM002545,"-34,956.00",Service Element Of Lease
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,Stopsley High School,PSFM002546,"-40,923.00",Service Element Of Lease
Department for Education,Core,11/03/2024,Other Goods and Services,Capital Directorate,Westfield Academy,PSFM002547,"-45,975.00",Service Element Of Lease
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,Hetton Academy,PSFM002558,"-29,751.00",Service Element Of Lease
Department for Education,Core,11/03/2024,Other Goods and Services,Capital Directorate,Seaham High School,PSFM002565,"-36,288.00",Service Element Of Lease
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,Beckfoot Oakbank,PSFM002584,"-57,711.00",Service Element Of Lease
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,Dixons Cottingley Academy,PSFM002585,"-36,258.00",Service Element Of Lease
Department for Education,Core,04/03/2024,Other Goods and Services,Capital Directorate,Longdean School,PSFM002590,"-45,045.00",Service Element Of Lease
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,Stopsley High School,PSFM002592,"-40,923.00",Service Element Of Lease
Department for Education,Core,11/03/2024,Other Goods and Services,Capital Directorate,Westfield Academy,PSFM002593,"-45,975.00",Service Element Of Lease
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,Sandwell Metro Borough Council,PSFM002600,"-54,462.00",Service Element Of Lease
Department for Education,Core,11/03/2024,Other Goods and Services,Capital Directorate,Bedlington Academy,PSFM002602,"-30,108.00",Service Element Of Lease
Department for Education,Core,11/03/2024,Other Goods and Services,Capital Directorate,Hetton Academy,PSFM002604,"-29,751.00",Service Element Of Lease
Department for Education,Core,11/03/2024,Other Goods and Services,Capital Directorate,North Tyneside Metro Borough Council,PSFM002608,"-34,407.00",Service Element Of Lease
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,Neston High School,PSFM002621,"-50,694.00",Service Element Of Lease
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,Wirral Metro Borough Council,PSFM002623,"-26,196.00",Service Element Of Lease
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,South Shore Academy,PSFM002624,"-29,034.00",Service Element Of Lease
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,Kirklees Metro Council,PSFM002626,"-28,848.00",Service Element Of Lease
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,Beckfoot Oakbank,PSFM002630,"-57,711.00",Service Element Of Lease
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,Dixons Cottingley Academy,PSFM002631,"-36,258.00",Service Element Of Lease
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,"Whitcliffe Mount, A Share Academy",PSFM002632,"-37,884.00",Service Element Of Lease
Department for Education,Core,06/03/2024,Other Goods and Services,Capital Directorate,Psbp Midlands Limited,D-PINV064439,"-32,434.22",Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Psbp Midlands Limited,D-PINV064439,-536.4,Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Psbp Midlands Limited,D-PINV064439,"4,563.65",Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Psbp Midlands Limited,D-PINV064439,"25,216.86",Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Psbp Midlands Limited,D-PINV064439,"1,294,919.25",Service Element Of Lease
Department for Education,Core,08/03/2024,Other Goods and Services,Capital Directorate,Hlr Schools Limited,D-PINV064248,"-31,364.81",Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Hlr Schools Limited,D-PINV064248,"-3,499.50",Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Hlr Schools Limited,D-PINV064248,"-1,000.09",Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Hlr Schools Limited,D-PINV064248,"4,015.56",Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Hlr Schools Limited,D-PINV064248,"4,605.12",Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Hlr Schools Limited,D-PINV064248,"1,279,128.55",Service Element Of Lease
Department for Education,Core,05/03/2024,Other Goods and Services,Capital Directorate,Psbp Nw Projectco Limited,D-PINV064251,"-19,676.22",Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Psbp Nw Projectco Limited,D-PINV064251,"-9,917.81",Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Psbp Nw Projectco Limited,D-PINV064251,"1,805.28",Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Psbp Nw Projectco Limited,D-PINV064251,"64,881.64",Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Psbp Nw Projectco Limited,D-PINV064251,"1,080,185.05",Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Gt Neps Limited,D-PINV064293,"-11,629.26",Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Gt Neps Limited,D-PINV064293,"-2,073.04",Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Gt Neps Limited,D-PINV064293,656.02,Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Gt Neps Limited,D-PINV064293,"10,800.00",Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Gt Neps Limited,D-PINV064293,"1,183,339.37",Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Yorkshire Learning Partnership (Project Co) Ltd,D-PINV064296,"-31,848.08",Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Yorkshire Learning Partnership (Project Co) Ltd,D-PINV064296,201.9,Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Yorkshire Learning Partnership (Project Co) Ltd,D-PINV064296,"1,662.31",Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Yorkshire Learning Partnership (Project Co) Ltd,D-PINV064296,"5,403.59",Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Yorkshire Learning Partnership (Project Co) Ltd,D-PINV064296,"1,134,591.02",Service Element Of Lease
Department for Education,Core,25/03/2024,Other Goods and Services,Capital Directorate,Bishop'S Hatfield Girls' School,PSFM002633,"-30,759.00",Service Element Of Lease
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,Goffs Academy,PSFM002634,"-43,110.00",Service Element Of Lease
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,Kings Langley School,PSFM002635,"-38,508.00",Service Element Of Lease
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,Reading Girls' School,PSFM002637,"-34,956.00",Service Element Of Lease
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,David Nieper Academy,PSFM002640,"-28,914.00",Service Element Of Lease
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,Ark Kings Academy,PSFM002641,"-27,969.00",Service Element Of Lease
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,Greenwood Academy,PSFM002642,"-35,853.00",Service Element Of Lease
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,Plantsbrook School,PSFM002643,"-47,433.00",Service Element Of Lease
Department for Education,Core,20/03/2024,Other Goods and Services,Capital Directorate,President Kennedy School Academy,PSFM002644,"-46,269.00",Service Element Of Lease
